ID,gain,cv,rmse
SI23440,0.6845312074545115,0.9395833585313349,6.55413125683644
SM21167,0.8969185542587861,0.9666159854886348,6.664967143312528
MW1_23178LC1_1,0.8808672247068519,0.94262658505538,9.884859242448623
ZP23361,0.8820207657548007,0.8640293368174717,6.631565795358609
WG23112,0.9171339668660542,0.8020797160713189,5.6955937219832355
SI21442,0.7893885058035474,0.9091152903562577,6.728441903557374
TD21367,0.9804901181813418,0.9128795233804557,7.272256350244628
ZB22106,1.0040599503226395,1.3664400254289546,12.294415499870766
WH22288,0.8532098436126616,0.8955381485826633,7.122721627282222
ED23508_V,0.8622413225364608,1.0860877078904023,20.26494339052419
ZB3,0.8103593055001794,0.9595453194703998,8.120405904130022
SM21749,0.9199422506753497,1.377423068465647,8.154386557510923
ZW21796,0.7852140569657688,1.3382087588971099,11.340177552929234
SB21251,0.9671927972246019,1.038151066131685,6.478857723821281
SG16_22035,0.8116160280507443,0.8216948660980439,5.177260591296468
WG21788,0.6863186606478341,0.9378071467419807,10.520309238331674
NR23512,0.8310528933681027,1.0784234905043844,8.245326779854327
VG22346,0.8227500579982818,0.8072699886510801,6.18332394222414
WS21419,0.8933001074742976,0.9842485147689634,7.18037079854019
LS2_23201LC1_1,0.9712228563477763,1.76235729867739,21.86074763238763
JS13_23_199LC1_1,0.8139494454061083,0.8461563950469624,7.2720849755698636
TD22290,0.9133452459899587,0.8261470571991327,6.375870989446712
DS15_23193LC1_1,0.9123132007558984,1.010188494338016,6.604927152999709
DS15_23193LC1_1,0.9282316066730443,1.4453832405966083,18.407174711810722
WS3,0.8228429353617016,1.124569877409554,10.135539244192902
ZW22457,0.9222106952930926,1.0633182131316212,14.486393963468771
SA23506_V,0.7193237071063746,0.8232205365559969,5.495587632939271
ZM2,0.9615106606087047,0.7876232168325636,7.467347828185424
SK23173,0.8045255077442147,0.9410438221824915,8.98735154942295
SC22173,1.0042533669393463,1.2543054872100197,18.98001139656996
SL16_22047,0.9348831516767386,2.307108619655587,10.337715886200336
SD22477,0.9532517933053533,1.222059193509831,20.924889247425984
SG22498,0.8221561742467659,1.0463069791468935,14.627519071200183
WB21003,0.8574218103852087,1.1157628403413655,17.24462871755597
AM1_23,0.8986207720823485,0.7683213821848365,5.708312814491252
YC23012,0.9293905271041139,0.8510840204583728,7.025280299712582
SC21132,0.9890333986327723,0.932999295937858,5.744932272904862
SB23089,0.9661846581184307,1.4325725566112082,11.29832788633151
VP22418,0.9977998495762845,1.1254749987183084,10.626412424120732
ZH17,0.993904670852524,0.9769954770600434,13.257129373034864
ZS22227,0.9407071050231439,0.8469730575259572,10.826194784088147
WK22057,0.7159580576288632,1.1093235372934898,7.3950840520768795
SKirby1,0.8284778292524153,1.1879570059700992,7.021624149438911
SB23337,0.8129256614217436,1.3262148460812322,17.329256992426373
